Name;ProgrammingLanguage;qualifiedName;location;Lines;CommentLines;BlankLines;PreprocessorLines;CodeLines;InactiveLines;ExecutableCodeLines;DeclarativeCodeLines;ExecutionStatements;DeclarationStatements;RatioComment/Code;Units;containedClasses;containedFunctions;usesSourceFiles;usedbySourceFiles;
Functions.h;C++;pytorch-master.pytorch-master.tools.autograd.templates.Functions;pytorch-master/pytorch-master/tools/autograd/templates/Functions.h; 50;  5; 11;9;  26; 0;5;12;10;19;0.19;5;[];['Tensor', 'Tensor', 'optional', 'optional', 'optional', 'optional', 'optional', 'optional', '$', 'unpack_list', 'Scalar', 'options', 'sizes', 'TypeAndSize', 'TypeAndSize', 'zeros'];[];[];
python_functions.cpp;C++;pytorch-master.pytorch-master.tools.autograd.templates.python_functions;pytorch-master/pytorch-master/tools/autograd/templates/python_functions.cpp; 26;  2; 7;5;  13; 0;5;6;3;5;0.15;2;[];['addClass', 'initialize_autogenerated_functions'];[];[];
python_functions.h;C++;pytorch-master.pytorch-master.tools.autograd.templates.python_functions;pytorch-master/pytorch-master/tools/autograd/templates/python_functions.h; 11;  3; 5;1;  3; 0;0;3;0;4;1.00;0;[];['initialize_autogenerated_functions'];[];[];
python_torch_functions.cpp;C++;pytorch-master.pytorch-master.tools.autograd.templates.python_torch_functions;pytorch-master/pytorch-master/tools/autograd/templates/python_torch_functions.cpp; 612;  75; 68;20;  493; 0;325;233;328;181;0.15;37;[];['check_out_type_matches', 'dispatch_nonzero', 'dispatch_nonzero', 'dispatch_nonzero_numpy', 'THPVariable_arange', 'THPVariable_as_tensor', 'THPVariable_from_numpy', 'THPVariable_full', 'THPVariable_get_device', 'THPVariable_nonzero', 'THPVariable_numel', 'THPVariable_randint', 'THPVariable_range', 'THPVariable_sparse_coo_tensor', 'THPVariable_tensor', 'TypeError_to_NotImplemented_', 'options', '$', '$', 'dispatch_arange', 'dispatch_arange', 'dispatch_arange', 'dispatch_arange', 'dispatch_full', 'dispatch_full', 'dispatch_full', 'dispatch_randint', 'dispatch_randint', 'dispatch_randint', 'dispatch_randint', 'dispatch_randint', 'dispatch_randint', 'dispatch_randint', 'dispatch_randint', 'dispatch_range', 'dispatch_range', 'initTorchFunctions'];[];[];
python_variable_methods.cpp;C++;pytorch-master.pytorch-master.tools.autograd.templates.python_variable_methods;pytorch-master/pytorch-master/tools/autograd/templates/python_variable_methods.cpp; 912;  55; 72;32;  753; 8;498;425;833;502;0.07;63;[];['dispatch_contiguous', 'dispatch_copy_', 'dispatch_invert', 'dispatch_nonzero', 'dispatch_nonzero_numpy', 'dispatch_to', 'dispatch_to', 'dispatch_to', 'dispatch_to', 'dispatch_to_Bool', 'dispatch_to_CComplexDouble', 'dispatch_to_CDouble', 'dispatch_to_CLong', 'THPVariable__is_view', 'THPVariable_apply_', 'THPVariable_bfloat16', 'THPVariable_bool', 'THPVariable_bool_scalar', 'THPVariable_byte', 'THPVariable_char', 'THPVariable_contiguous', 'THPVariable_copy_', 'THPVariable_cpu', 'THPVariable_cuda', 'THPVariable_data_ptr', 'THPVariable_dim', 'THPVariable_double', 'THPVariable_element_size', 'THPVariable_float', 'THPVariable_float_scalar', 'THPVariable_get_device', 'THPVariable_half', 'THPVariable_has_names', 'THPVariable_index_scalar', 'THPVariable_int', 'THPVariable_integral_scalar', 'THPVariable_invert', 'THPVariable_is_contiguous', 'THPVariable_item', 'THPVariable_long', 'THPVariable_map2_', 'THPVariable_map_', 'THPVariable_new', 'THPVariable_new_ones', 'THPVariable_new_tensor', 'THPVariable_nonzero', 'THPVariable_numel', 'THPVariable_numpy', 'THPVariable_record_stream', 'THPVariable_requires_grad_', 'THPVariable_short', 'THPVariable_size', 'THPVariable_storage', 'THPVariable_storage_offset', 'THPVariable_storage_type', 'THPVariable_stride', 'THPVariable_to', 'THPVariable_to_type', 'THPVariable_tolist', 'THPVariable_type', 'TypeError_to_NotImplemented_', '$', 'dispatch_is_contiguous'];[];[];
RegistrationDeclarations.h;C++;pytorch-master.pytorch-master.tools.autograd.templates.RegistrationDeclarations;pytorch-master/pytorch-master/tools/autograd/templates/RegistrationDeclarations.h; 4;  2; 1;0;  1; 0;1;1;0;1;2.00;1;[];['$'];[];[];
VariableType.cpp;C++;pytorch-master.pytorch-master.tools.autograd.templates.VariableType;pytorch-master/pytorch-master/tools/autograd/templates/VariableType.cpp; 50;  27; 10;3;  11; 0;3;9;2;11;2.45;2;[];['registerer', '$'];[];[];
VariableType.h;C++;pytorch-master.pytorch-master.tools.autograd.templates.VariableType;pytorch-master/pytorch-master/tools/autograd/templates/VariableType.h; 55;  8; 11;9;  31; 0;2;13;18;33;0.26;0;[];[];[];[];
analyzer.cpp;C++;pytorch-master.pytorch-master.tools.code_analyzer.analyzer;pytorch-master/pytorch-master/tools/code_analyzer/analyzer.cpp; 32;  1; 6;7;  19; 0;7;13;5;7;0.05;1;[];['main'];[];[];
aten_interned_strings.h;C++;pytorch-master.pytorch-master.tools.jit.templates.aten_interned_strings;pytorch-master/pytorch-master/tools/jit/templates/aten_interned_strings.h; 16;  7; 4;5;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
aten_schema_declarations.cpp;C++;pytorch-master.pytorch-master.tools.jit.templates.aten_schema_declarations;pytorch-master/pytorch-master/tools/jit/templates/aten_schema_declarations.cpp; 5;  0; 1;0;  4; 0;2;4;0;3;0.00;0;[];[];[];[];
register_aten_ops.cpp;C++;pytorch-master.pytorch-master.tools.jit.templates.register_aten_ops;pytorch-master/pytorch-master/tools/jit/templates/register_aten_ops.cpp; 133;  19; 21;18;  77; 0;20;48;34;24;0.25;6;[];['$', 'as_bool_array', 'atenOperatorOptions', 'DUMMY_OPERATION', 'toListOfOptionalTensor', 'toOptionalTensor'];[];[];
all.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.all;pytorch-master/pytorch-master/torch/csrc/api/include/torch/all.h; 12;  0; 1;11;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
arg.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.arg;pytorch-master/pytorch-master/torch/csrc/api/include/torch/arg.h; 22;  5; 2;20;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
autograd.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.autograd;pytorch-master/pytorch-master/torch/csrc/api/include/torch/autograd.h; 4;  0; 1;3;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
data.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data.h; 14;  3; 2;5;  6; 0;0;0;0;0;0.50;0;[];[];[];[];
dataloader.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.dataloader;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/dataloader.h; 58;  8; 8;10;  34; 0;0;0;0;0;0.24;0;[];[];[];[];
base.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.dataloader.base;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/dataloader/base.h; 246;  57; 31;18;  142; 0;0;0;0;0;0.40;0;[];[];[];[];
stateless.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.dataloader.stateless;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/dataloader/stateless.h; 82;  20; 10;8;  46; 0;0;0;0;0;0.43;0;[];[];[];[];
dataloader_options.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.dataloader_options;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/dataloader_options.h; 65;  21; 12;5;  30; 0;7;26;12;111;0.70;14;[];['drop_last', 'drop_last', 'drop_last', 'drop_last', 'enforce_ordering', 'enforce_ordering', 'enforce_ordering', 'enforce_ordering', 'max_jobs', 'max_jobs', 'max_jobs', 'max_jobs', 'timeout', 'timeout', 'timeout', 'timeout', 'batch_size', 'batch_size', 'batch_size', 'workers', 'workers', 'workers', 'workers', 'FullDataLoaderOptions', 'batch_size', 'DataLoaderOptions', 'DataLoaderOptions'];[];[];
datasets.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.datasets;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/datasets.h; 9;  0; 1;8;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
chunk.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.datasets.chunk;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/datasets/chunk.h; 521;  135; 69;8;  314; 0;0;0;0;0;0.43;0;[];[];[];[];
map.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.datasets.map;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/datasets/map.h; 117;  24; 17;7;  73; 0;0;0;0;0;0.33;0;[];[];[];[];
mnist.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.datasets.mnist;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/datasets/mnist.h; 47;  14; 11;7;  18; 0;0;0;0;0;0.78;0;[];[];[];[];
stateful.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.datasets.stateful;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/datasets/stateful.h; 68;  21; 10;5;  37; 0;0;0;0;0;0.57;0;[];[];[];[];
tensor.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.datasets.tensor;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/datasets/tensor.h; 38;  8; 9;6;  18; 0;0;0;0;0;0.44;0;[];[];[];[];
data_shuttle.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.detail.data_shuttle;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/detail/data_shuttle.h; 87;  28; 12;7;  43; 0;16;20;12;18;0.65;6;['DataShuttle'];['drain', 'in_flight_jobs', 'pop_job', 'pop_result', 'push_job', 'push_result'];[];[];
sequencers.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.detail.sequencers;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/detail/sequencers.h; 113;  41; 11;5;  61; 0;25;29;25;25;0.67;5;[];['buffer_contains_result', 'next', 'buffer', 'next', 'OrderedSequencer', 'next', '~Sequencer'];[];[];
example.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.example;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/example.h; 55;  13; 12;2;  32; 0;0;0;0;0;0.41;0;[];[];[];[];
iterator.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.iterator;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/iterator.h; 178;  38; 29;9;  106; 0;34;48;38;49;0.36;18;['Iterator'];['get', 'next', 'operator==', 'operator==', 'operator==', '~IteratorImpl', 'get', 'next', 'operator==', 'operator==', 'operator==', 'get', 'lazy_initialize', 'next', 'operator==', 'operator==', 'operator==', 'ValidIterator', 'Iterator', 'operator!=', 'operator*', 'operator++', 'operator->', 'operator=='];[];[];
base.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.samplers.base;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/samplers/base.h; 47;  14; 10;6;  22; 0;0;9;0;4;0.64;0;[];[];[];[];
custom_batch_request.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.samplers.custom_batch_request;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/samplers/custom_batch_request.h; 18;  5; 3;3;  10; 0;0;0;0;0;0.50;0;[];[];[];[];
distributed.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.samplers.distributed;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/samplers/distributed.h; 134;  25; 26;5;  83; 0;0;0;0;0;0.30;0;[];[];[];[];
sequential.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.samplers.sequential;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/samplers/sequential.h; 50;  13; 12;6;  24; 0;0;0;0;0;0.54;0;[];[];[];[];
serialize.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.samplers.serialize;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/samplers/serialize.h; 28;  5; 3;3;  20; 0;0;0;0;0;0.25;0;[];[];[];[];
stream.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.samplers.stream;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/samplers/stream.h; 63;  21; 12;6;  29; 0;0;0;0;0;0.72;0;[];[];[];[];
base.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.transforms.base;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/transforms/base.h; 53;  13; 9;4;  30; 0;0;0;0;0;0.43;0;[];[];[];[];
collate.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.transforms.collate;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/transforms/collate.h; 35;  19; 5;4;  10; 0;0;0;0;0;1.90;0;[];[];[];[];
lambda.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.transforms.lambda;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/transforms/lambda.h; 56;  9; 12;5;  33; 0;0;0;0;0;0.27;0;[];[];[];[];
tensor.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.transforms.tensor;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/transforms/tensor.h; 77;  20; 13;6;  45; 0;0;0;0;0;0.44;0;[];[];[];[];
worker_exception.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.data.worker_exception;pytorch-master/pytorch-master/torch/csrc/api/include/torch/data/worker_exception.h; 38;  8; 7;4;  21; 0;0;0;0;0;0.38;0;[];[];[];[];
static.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.detail.static;pytorch-master/pytorch-master/torch/csrc/api/include/torch/detail/static.h; 65;  19; 10;5;  35; 0;0;0;0;0;0.54;0;[];[];[];[];
enum.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.enum;pytorch-master/pytorch-master/torch/csrc/api/include/torch/enum.h; 192;  55; 13;34;  94; 0;0;0;0;0;0.59;0;[];[];[];[];
expanding_array.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.expanding_array;pytorch-master/pytorch-master/torch/csrc/api/include/torch/expanding_array.h; 172;  56; 24;10;  93; 0;0;0;0;0;0.60;0;[];[];[];[];
jit.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.jit;pytorch-master/pytorch-master/torch/csrc/api/include/torch/jit.h; 36;  23; 5;5;  5; 0;0;0;0;0;4.60;0;[];[];[];[];
cloneable.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.cloneable;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/cloneable.h; 95;  19; 9;8;  63; 0;0;0;0;0;0.30;0;[];[];[];[];
functional.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional.h; 17;  0; 1;16;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
activation.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.activation;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/activation.h; 867;  283; 83;45;  521; 0;0;0;0;0;0.54;0;[];[];[];[];
conv.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.conv;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/conv.h; 251;  82; 16;15;  153; 0;0;0;0;0;0.54;0;[];[];[];[];
distance.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.distance;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/distance.h; 91;  33; 10;6;  49; 0;0;0;0;0;0.67;0;[];[];[];[];
dropout.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.dropout;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/dropout.h; 180;  72; 27;12;  82; 0;0;0;0;0;0.88;0;[];[];[];[];
fold.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.fold;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/fold.h; 99;  30; 8;6;  62; 0;0;0;0;0;0.48;0;[];[];[];[];
instancenorm.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.instancenorm;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/instancenorm.h; 43;  16; 6;4;  22; 0;0;0;0;0;0.73;0;[];[];[];[];
linear.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.linear;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/linear.h; 31;  5; 6;2;  21; 0;0;0;0;0;0.24;0;[];[];[];[];
normalization.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.normalization;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/normalization.h; 178;  72; 14;13;  104; 0;0;0;0;0;0.69;0;[];[];[];[];
padding.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.padding;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/padding.h; 104;  22; 10;4;  79; 0;0;0;0;0;0.28;0;[];[];[];[];
pixelshuffle.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.pixelshuffle;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/pixelshuffle.h; 41;  16; 5;4;  21; 0;0;0;0;0;0.76;0;[];[];[];[];
upsampling.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.upsampling;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/upsampling.h; 185;  18; 12;6;  154; 0;0;0;0;0;0.12;0;[];[];[];[];
vision.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.functional.vision;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/functional/vision.h; 114;  21; 14;5;  81; 0;0;0;0;0;0.26;0;[];[];[];[];
init.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.init;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/init.h; 125;  54; 22;4;  50; 0;0;0;0;0;1.08;0;[];[];[];[];
modules.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules.h; 30;  3; 3;24;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
_functions.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules._functions;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/_functions.h; 25;  3; 5;5;  15; 0;0;0;0;0;0.20;0;[];[];[];[];
activation.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.activation;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/activation.h; 815;  404; 167;7;  239; 0;0;0;0;0;1.69;0;[];[];[];[];
batchnorm.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.batchnorm;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/batchnorm.h; 212;  72; 32;8;  107; 0;0;0;0;0;0.67;0;[];[];[];[];
common.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.common;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/common.h; 93;  67; 1;25;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
any.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.container.any;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/container/any.h; 370;  128; 48;16;  180; 0;0;0;0;0;0.71;0;[];[];[];[];
any_value.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.container.any_value;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/container/any_value.h; 121;  27; 16;12;  68; 0;0;0;0;0;0.40;0;[];[];[];[];
functional.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.container.functional;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/container/functional.h; 104;  58; 14;8;  27; 0;0;0;0;0;2.15;0;[];[];[];[];
modulelist.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.container.modulelist;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/container/modulelist.h; 256;  93; 34;4;  127; 0;0;0;0;0;0.73;0;[];[];[];[];
sequential.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.container.sequential;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/container/sequential.h; 381;  165; 42;16;  160; 0;0;0;0;0;1.03;0;[];[];[];[];
conv.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.conv;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/conv.h; 365;  114; 41;12;  202; 0;0;0;0;0;0.56;0;[];[];[];[];
distance.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.distance;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/distance.h; 85;  41; 17;7;  22; 0;0;0;0;0;1.86;0;[];[];[];[];
embedding.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.embedding;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/embedding.h; 152;  50; 26;8;  70; 0;0;0;0;0;0.71;0;[];[];[];[];
fold.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.fold;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/fold.h; 86;  39; 16;7;  26; 0;0;0;0;0;1.50;0;[];[];[];[];
instancenorm.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.instancenorm;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/instancenorm.h; 111;  55; 18;3;  37; 0;0;0;0;0;1.49;0;[];[];[];[];
loss.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.loss;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/loss.h; 697;  381; 136;10;  172; 0;0;0;0;0;2.22;0;[];[];[];[];
normalization.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.normalization;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/normalization.h; 191;  91; 38;9;  55; 0;0;0;0;0;1.65;0;[];[];[];[];
padding.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.padding;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/padding.h; 311;  168; 52;5;  88; 0;0;0;0;0;1.91;0;[];[];[];[];
pooling.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.pooling;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/pooling.h; 711;  367; 118;7;  221; 0;0;0;0;0;1.66;0;[];[];[];[];
rnn.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.rnn;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/rnn.h; 362;  127; 69;14;  156; 0;0;0;0;0;0.81;0;[];[];[];[];
upsampling.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.modules.upsampling;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/modules/upsampling.h; 54;  22; 12;9;  13; 0;0;0;0;0;1.69;0;[];[];[];[];
options.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options.h; 15;  0; 1;14;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
activation.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.activation;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/activation.h; 673;  368; 135;4;  191; 0;0;0;0;0;1.93;0;[];[];[];[];
adaptive.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.adaptive;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/adaptive.h; 37;  15; 9;4;  12; 0;0;0;0;0;1.25;0;[];[];[];[];
conv.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.conv;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/conv.h; 382;  202; 72;6;  107; 0;0;0;0;0;1.89;0;[];[];[];[];
distance.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.distance;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/distance.h; 69;  42; 8;4;  19; 0;0;0;0;0;2.21;0;[];[];[];[];
dropout.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.dropout;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/dropout.h; 128;  73; 23;4;  32; 0;0;0;0;0;2.28;0;[];[];[];[];
fold.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.fold;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/fold.h; 98;  52; 17;5;  28; 0;0;0;0;0;1.86;0;[];[];[];[];
instancenorm.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.instancenorm;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/instancenorm.h; 85;  37; 21;5;  26; 0;0;0;0;0;1.42;0;[];[];[];[];
linear.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.linear;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/linear.h; 64;  31; 10;4;  21; 0;0;0;0;0;1.48;0;[];[];[];[];
normalization.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.normalization;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/normalization.h; 189;  96; 39;5;  60; 0;0;0;0;0;1.60;0;[];[];[];[];
padding.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.padding;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/padding.h; 174;  94; 31;7;  45; 0;0;0;0;0;2.09;0;[];[];[];[];
pixelshuffle.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.pixelshuffle;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/pixelshuffle.h; 39;  20; 6;4;  12; 0;0;0;0;0;1.67;0;[];[];[];[];
rnn.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.rnn;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/rnn.h; 219;  108; 26;5;  84; 0;0;0;0;0;1.29;0;[];[];[];[];
upsampling.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.upsampling;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/upsampling.h; 99;  46; 16;8;  32; 0;0;0;0;0;1.44;0;[];[];[];[];
vision.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.options.vision;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/options/vision.h; 33;  13; 5;5;  13; 0;0;0;0;0;1.00;0;[];[];[];[];
pimpl-inl.h;C++;pytorch-master.pytorch-master.torch.csrc.api.include.torch.nn.pimpl-inl;pytorch-master/pytorch-master/torch/csrc/api/include/torch/nn/pimpl-inl.h; 74;  26; 13;0;  35; 0;0;0;0;0;0.74;0;[];[];[];[];
